DAY,ITEM_ID,ITEM_NAME,SHIP_DATE,EXPIRY_DATE,QUANTITY,WEIGHT,PRICE,SHELL_LIFE,DAYS_TO_EXPIRY,LAG_1,LAG_2,ROLLING_MEAN,ROLLING_SD,
23,130,Saffola Oats,2024-07-23,2025-03-25,901,500 gms,185.65,104.00,141,905,905,908.5714286,2.992052966,
24,130,Saffola Oats,2024-07-23,2025-03-25,897,500 gms,185.65,104.00,141,901,905,907,3.696845502,
25,130,Saffola Oats,2024-07-23,2025-03-25,895,500 gms,185.65,104.00,141,897,901,904.8571429,4.561745698,
26,130,Saffola Oats,2024-07-23,2025-03-25,894,500 gms,185.65,104.00,141,895,897,902.7142857,5.219012861,
27,130,Saffola Oats,2024-07-23,2025-03-25,891,500 gms,185.65,104.00,141,894,895,900.5714286,5.28700113,
28,130,Saffola Oats,2024-07-23,2025-03-25,891,500 gms,185.65,104.00,141,891,894,898.2857143,5.498917642,
29,130,Saffola Oats,2024-07-23,2025-03-25,890,500 gms,185.65,104.00,141,891,891,896.2857143,5.186980037,
30,130,Saffola Oats,2024-07-23,2025-03-25,888,500 gms,185.65,104.00,141,890,891,894.1428571,3.933978962,
31,130,Saffola Oats,2024-07-23,2025-03-25,882,500 gms,185.65,104.00,141,888,890,892.2857143,3.14718317,
32,130,Saffola Oats,2024-07-23,2025-03-25,880,500 gms,185.65,104.00,141,882,888,890.1428571,4.298393941,
33,130,Saffola Oats,2024-07-23,2025-03-25,877,500 gms,185.65,104.00,141,880,882,888,5.131601439,
34,130,Saffola Oats,2024-07-23,2025-03-25,876,500 gms,185.65,104.00,141,877,880,885.5714286,5.798193479,
35,130,Saffola Oats,2024-07-23,2025-03-25,871,500 gms,185.65,104.00,141,876,877,883.4285714,6.214422549,
36,130,Saffola Oats,2024-07-23,2025-03-25,866,500 gms,185.65,104.00,141,871,876,880.5714286,6.729466122,
37,130,Saffola Oats,2024-07-23,2025-03-25,865,500 gms,185.65,104.00,141,866,871,877.1428571,7.221001118,
38,130,Saffola Oats,2024-07-23,2025-03-25,864,500 gms,185.65,104.00,141,865,866,873.8571429,6.669047194,
39,130,Saffola Oats,2024-07-23,2025-03-25,864,500 gms,185.65,104.00,141,864,865,871.2857143,6.47338875,
40,130,Saffola Oats,2024-07-23,2025-03-25,861,500 gms,185.65,104.00,141,864,864,869,5.656854249,
41,130,Saffola Oats,2024-07-23,2025-03-25,860,500 gms,185.65,104.00,141,861,864,866.7142857,5.089672082,
42,130,Saffola Oats,2024-07-23,2025-03-25,854,500 gms,185.65,104.00,141,860,861,864.4285714,3.598941643,
43,130,Saffola Oats,2024-07-23,2025-03-25,854,500 gms,185.65,104.00,141,854,860,862,4.123105626,
44,130,Saffola Oats,2024-07-23,2025-03-25,852,500 gms,185.65,104.00,141,854,854,860.2857143,4.644505202,
45,130,Saffola Oats,2024-07-23,2025-03-25,851,500 gms,185.65,104.00,141,852,854,858.4285714,5.028490259,
46,130,Saffola Oats,2024-07-23,2025-03-25,847,500 gms,185.65,104.00,141,851,852,856.5714286,5.028490259,
47,130,Saffola Oats,2024-07-23,2025-03-25,845,500 gms,185.65,104.00,141,847,851,854.1428571,4.947341759,
48,130,Saffola Oats,2024-07-23,2025-03-25,844,500 gms,185.65,104.00,141,845,847,851.8571429,4.947341759,
49,130,Saffola Oats,2024-07-23,2025-03-25,844,500 gms,185.65,104.00,141,844,845,849.5714286,4.197504928,
50,130,Saffola Oats,2024-07-23,2025-03-25,841,500 gms,185.65,104.00,141,844,844,848.1428571,4.140393356,
51,130,Saffola Oats,2024-07-23,2025-03-25,838,500 gms,185.65,104.00,141,841,844,846.2857143,3.98807747,
52,130,Saffola Oats,2024-07-23,2025-03-25,837,500 gms,185.65,104.00,141,838,841,844.2857143,4.151878519,
53,130,Saffola Oats,2024-07-23,2025-03-25,836,500 gms,185.65,104.00,141,837,838,842.2857143,3.728908943,
54,130,Saffola Oats,2024-07-23,2025-03-25,835,500 gms,185.65,104.00,141,836,837,840.7142857,3.728908943,
55,130,Saffola Oats,2024-07-23,2025-03-25,833,500 gms,185.65,104.00,141,835,836,839.2857143,3.728908943,
56,130,Saffola Oats,2024-07-23,2025-03-25,833,500 gms,185.65,104.00,141,833,835,837.7142857,3.728908943,
57,130,Saffola Oats,2024-07-23,2025-03-25,832,500 gms,185.65,104.00,141,833,833,836.1428571,2.853569194,
58,130,Saffola Oats,2024-07-23,2025-03-25,832,500 gms,185.65,104.00,141,832,833,834.8571429,2.267786838,
59,130,Saffola Oats,2024-07-23,2025-03-25,828,500 gms,185.65,104.00,141,832,832,834,2,
60,130,Saffola Oats,2024-07-23,2025-03-25,825,500 gms,185.65,104.00,141,828,832,NA,NA,
1,131,Origami Tissues,2024-07-23,NA,700,100 Pieces,95.50,104.00,NA,NA,NA,NA,NA,
2,131,Origami Tissues,2024-07-23,NA,696,100 Pieces,95.50,104.00,NA,700,NA,NA,NA,
3,131,Origami Tissues,2024-07-23,NA,695,100 Pieces,95.50,104.00,NA,696,700,NA,NA,
4,131,Origami Tissues,2024-07-23,NA,693,100 Pieces,95.50,104.00,NA,695,696,NA,NA,
5,131,Origami Tissues,2024-07-23,NA,690,100 Pieces,95.50,104.00,NA,693,695,NA,NA,
6,131,Origami Tissues,2024-07-23,NA,690,100 Pieces,95.50,104.00,NA,690,693,NA,NA,
7,131,Origami Tissues,2024-07-23,NA,688,100 Pieces,95.50,104.00,NA,690,690,712.7142857,49.63773526,
8,131,Origami Tissues,2024-07-23,NA,685,100 Pieces,95.50,104.00,NA,688,690,693.1428571,4.180453382,
9,131,Origami Tissues,2024-07-23,NA,681,100 Pieces,95.50,104.00,NA,685,688,691,3.915780041,
10,131,Origami Tissues,2024-07-23,NA,678,100 Pieces,95.50,104.00,NA,681,685,688.8571429,4.740906082,
11,131,Origami Tissues,2024-07-23,NA,675,100 Pieces,95.50,104.00,NA,678,681,686.4285714,5.380741673,
12,131,Origami Tissues,2024-07-23,NA,671,100 Pieces,95.50,104.00,NA,675,678,683.8571429,5.984105932,
13,131,Origami Tissues,2024-07-23,NA,670,100 Pieces,95.50,104.00,NA,671,675,681.1428571,6.962484505,
14,131,Origami Tissues,2024-07-23,NA,666,100 Pieces,95.50,104.00,NA,670,671,678.2857143,6.824326236,
15,131,Origami Tissues,2024-07-23,NA,661,100 Pieces,95.50,104.00,NA,666,670,675.1428571,6.669047194,
16,131,Origami Tissues,2024-07-23,NA,660,100 Pieces,95.50,104.00,NA,661,666,671.7142857,6.9213266,
17,131,Origami Tissues,2024-07-23,NA,657,100 Pieces,95.50,104.00,NA,660,661,668.7142857,6.7753053,
18,131,Origami Tissues,2024-07-23,NA,655,100 Pieces,95.50,104.00,NA,657,660,665.7142857,6.62606685,
19,131,Origami Tissues,2024-07-23,NA,654,100 Pieces,95.50,104.00,NA,655,657,662.8571429,6.256425269,
20,131,Origami Tissues,2024-07-23,NA,654,100 Pieces,95.50,104.00,NA,654,655,660.4285714,5.855400438,
21,131,Origami Tissues,2024-07-23,NA,652,100 Pieces,95.50,104.00,NA,654,654,658.1428571,4.450789122,
22,131,Origami Tissues,2024-07-23,NA,652,100 Pieces,95.50,104.00,NA,652,654,656.1428571,3.338091842,
23,131,Origami Tissues,2024-07-23,NA,650,100 Pieces,95.50,104.00,NA,652,652,654.8571429,2.853569194,
24,131,Origami Tissues,2024-07-23,NA,647,100 Pieces,95.50,104.00,NA,650,652,653.4285714,2.299068134,
25,131,Origami Tissues,2024-07-23,NA,645,100 Pieces,95.50,104.00,NA,647,650,652,2.768874621,
26,131,Origami Tissues,2024-07-23,NA,640,100 Pieces,95.50,104.00,NA,645,647,650.5714286,3.457221565,
27,131,Origami Tissues,2024-07-23,NA,635,100 Pieces,95.50,104.00,NA,640,645,648.5714286,4.894116974,
28,131,Origami Tissues,2024-07-23,NA,632,100 Pieces,95.50,104.00,NA,635,640,645.8571429,6.414269806,
29,131,Origami Tissues,2024-07-23,NA,630,100 Pieces,95.50,104.00,NA,632,635,643,7.571877794,
30,131,Origami Tissues,2024-07-23,NA,628,100 Pieces,95.50,104.00,NA,630,632,639.8571429,7.776643908,
31,131,Origami Tissues,2024-07-23,NA,624,100 Pieces,95.50,104.00,NA,628,630,636.7142857,7.43223353,
32,131,Origami Tissues,2024-07-23,NA,620,100 Pieces,95.50,104.00,NA,624,628,633.4285714,7.207800008,
33,131,Origami Tissues,2024-07-23,NA,620,100 Pieces,95.50,104.00,NA,620,624,629.8571429,6.69399162,
34,131,Origami Tissues,2024-07-23,NA,615,100 Pieces,95.50,104.00,NA,620,620,627,5.859465277,
35,131,Origami Tissues,2024-07-23,NA,611,100 Pieces,95.50,104.00,NA,615,620,624.1428571,6.175990377,
36,131,Origami Tissues,2024-07-23,NA,610,100 Pieces,95.50,104.00,NA,611,615,621.1428571,6.792853387,
37,131,Origami Tissues,2024-07-23,NA,608,100 Pieces,95.50,104.00,NA,610,611,618.2857143,6.651172471,
38,131,Origami Tissues,2024-07-23,NA,604,100 Pieces,95.50,104.00,NA,608,610,615.4285714,6.051367417,
39,131,Origami Tissues,2024-07-23,NA,602,100 Pieces,95.50,104.00,NA,604,608,612.5714286,6.051367417,
40,131,Origami Tissues,2024-07-23,NA,601,100 Pieces,95.50,104.00,NA,602,604,610,6.191391874,
41,131,Origami Tissues,2024-07-23,NA,600,100 Pieces,95.50,104.00,NA,601,602,607.2857143,5.154748158,
42,131,Origami Tissues,2024-07-23,NA,600,100 Pieces,95.50,104.00,NA,600,601,605.1428571,4.488079449,
43,131,Origami Tissues,2024-07-23,NA,592,100 Pieces,95.50,104.00,NA,600,600,603.5714286,3.994043184,
44,131,Origami Tissues,2024-07-23,NA,587,100 Pieces,95.50,104.00,NA,592,600,601,4.86483984,
45,131,Origami Tissues,2024-07-23,NA,585,100 Pieces,95.50,104.00,NA,587,592,598,6.137317547,
46,131,Origami Tissues,2024-07-23,NA,581,100 Pieces,95.50,104.00,NA,585,587,595.2857143,7.158079019,
47,131,Origami Tissues,2024-07-23,NA,577,100 Pieces,95.50,104.00,NA,581,585,592.2857143,8.199883855,
48,131,Origami Tissues,2024-07-23,NA,575,100 Pieces,95.50,104.00,NA,577,581,588.8571429,8.933617622,
49,131,Origami Tissues,2024-07-23,NA,575,100 Pieces,95.50,104.00,NA,575,577,585.2857143,8.731442907,
50,131,Origami Tissues,2024-07-23,NA,570,100 Pieces,95.50,104.00,NA,575,575,581.7142857,6.550172662,
51,131,Origami Tissues,2024-07-23,NA,568,100 Pieces,95.50,104.00,NA,570,575,578.5714286,6.051367417,
52,131,Origami Tissues,2024-07-23,NA,564,100 Pieces,95.50,104.00,NA,568,570,575.8571429,5.899959645,
53,131,Origami Tissues,2024-07-23,NA,563,100 Pieces,95.50,104.00,NA,564,568,572.8571429,5.814595756,
54,131,Origami Tissues,2024-07-23,NA,561,100 Pieces,95.50,104.00,NA,563,564,570.2857143,5.589105048,
55,131,Origami Tissues,2024-07-23,NA,555,100 Pieces,95.50,104.00,NA,561,563,568,5.656854249,
56,131,Origami Tissues,2024-07-23,NA,551,100 Pieces,95.50,104.00,NA,555,561,565.1428571,6.517376042,
57,131,Origami Tissues,2024-07-23,NA,550,100 Pieces,95.50,104.00,NA,551,555,561.7142857,6.7753053,
58,131,Origami Tissues,2024-07-23,NA,548,100 Pieces,95.50,104.00,NA,550,551,558.8571429,6.914443131,
59,131,Origami Tissues,2024-07-23,NA,544,100 Pieces,95.50,104.00,NA,548,550,556,6.633249581,
60,131,Origami Tissues,2024-07-23,NA,540,100 Pieces,95.50,104.00,NA,544,548,NA,NA,
1,132,Apsara Pencil Box,2024-07-23,NA,750,10 Pieces,50.00,104.00,NA,NA,NA,NA,NA,
2,132,Apsara Pencil Box,2024-07-23,NA,744,10 Pieces,50.00,104.00,NA,750,NA,NA,NA,
3,132,Apsara Pencil Box,2024-07-23,NA,742,10 Pieces,50.00,104.00,NA,744,750,NA,NA,
4,132,Apsara Pencil Box,2024-07-23,NA,737,10 Pieces,50.00,104.00,NA,742,744,NA,NA,
5,132,Apsara Pencil Box,2024-07-23,NA,734,10 Pieces,50.00,104.00,NA,737,742,NA,NA,
6,132,Apsara Pencil Box,2024-07-23,NA,730,10 Pieces,50.00,104.00,NA,734,737,NA,NA,
7,132,Apsara Pencil Box,2024-07-23,NA,725,10 Pieces,50.00,104.00,NA,730,734,711,75.69456167,
8,132,Apsara Pencil Box,2024-07-23,NA,722,10 Pieces,50.00,104.00,NA,725,730,737.4285714,8.599557021,
9,132,Apsara Pencil Box,2024-07-23,NA,717,10 Pieces,50.00,104.00,NA,722,725,733.4285714,8.283661486,
10,132,Apsara Pencil Box,2024-07-23,NA,714,10 Pieces,50.00,104.00,NA,717,722,729.5714286,8.810167287,
11,132,Apsara Pencil Box,2024-07-23,NA,711,10 Pieces,50.00,104.00,NA,714,717,725.5714286,8.580154289,
12,132,Apsara Pencil Box,2024-07-23,NA,707,10 Pieces,50.00,104.00,NA,711,714,721.8571429,8.434622525,
13,132,Apsara Pencil Box,2024-07-23,NA,702,10 Pieces,50.00,104.00,NA,707,711,718,8.124038405,
14,132,Apsara Pencil Box,2024-07-23,NA,699,10 Pieces,50.00,104.00,NA,702,707,714,8.124038405,
15,132,Apsara Pencil Box,2024-07-23,NA,698,10 Pieces,50.00,104.00,NA,699,702,710.2857143,8.199883855,
16,132,Apsara Pencil Box,2024-07-23,NA,694,10 Pieces,50.00,104.00,NA,698,699,706.8571429,7.470577207,
17,132,Apsara Pencil Box,2024-07-23,NA,691,10 Pieces,50.00,104.00,NA,694,698,703.5714286,7.322502825,
18,132,Apsara Pencil Box,2024-07-23,NA,690,10 Pieces,50.00,104.00,NA,691,694,700.2857143,7.016986193,
19,132,Apsara Pencil Box,2024-07-23,NA,685,10 Pieces,50.00,104.00,NA,690,691,697.2857143,6.102302454,
20,132,Apsara Pencil Box,2024-07-23,NA,685,10 Pieces,50.00,104.00,NA,685,690,694.1428571,5.92814112,
21,132,Apsara Pencil Box,2024-07-23,NA,682,10 Pieces,50.00,104.00,NA,685,685,691.7142857,5.648430039,
22,132,Apsara Pencil Box,2024-07-23,NA,680,10 Pieces,50.00,104.00,NA,682,685,689.2857143,5.648430039,
23,132,Apsara Pencil Box,2024-07-23,NA,675,10 Pieces,50.00,104.00,NA,680,682,686.7142857,5.089672082,
24,132,Apsara Pencil Box,2024-07-23,NA,674,10 Pieces,50.00,104.00,NA,675,680,684,5.597618541,
25,132,Apsara Pencil Box,2024-07-23,NA,671,10 Pieces,50.00,104.00,NA,674,675,681.5714286,5.740416444,
26,132,Apsara Pencil Box,2024-07-23,NA,666,10 Pieces,50.00,104.00,NA,671,674,678.8571429,5.580578567,
27,132,Apsara Pencil Box,2024-07-23,NA,662,10 Pieces,50.00,104.00,NA,666,671,676.1428571,6.618876325,
28,132,Apsara Pencil Box,2024-07-23,NA,661,10 Pieces,50.00,104.00,NA,662,666,672.8571429,7.174690967,
29,132,Apsara Pencil Box,2024-07-23,NA,657,10 Pieces,50.00,104.00,NA,661,662,669.8571429,7.104659772,
30,132,Apsara Pencil Box,2024-07-23,NA,651,10 Pieces,50.00,104.00,NA,657,661,666.5714286,6.94879229,
31,132,Apsara Pencil Box,2024-07-23,NA,647,10 Pieces,50.00,104.00,NA,651,657,663.1428571,7.946247992,
32,132,Apsara Pencil Box,2024-07-23,NA,644,10 Pieces,50.00,104.00,NA,647,651,659.2857143,8.340948901,
33,132,Apsara Pencil Box,2024-07-23,NA,641,10 Pieces,50.00,104.00,NA,644,647,655.4285714,8.263517065,
34,132,Apsara Pencil Box,2024-07-23,NA,638,10 Pieces,50.00,104.00,NA,641,644,651.8571429,8.335237878,
35,132,Apsara Pencil Box,2024-07-23,NA,634,10 Pieces,50.00,104.00,NA,638,641,648.4285714,8.403514004,
36,132,Apsara Pencil Box,2024-07-23,NA,632,10 Pieces,50.00,104.00,NA,634,638,644.5714286,7.8497801,
37,132,Apsara Pencil Box,2024-07-23,NA,631,10 Pieces,50.00,104.00,NA,632,634,641,6.87992248,
38,132,Apsara Pencil Box,2024-07-23,NA,626,10 Pieces,50.00,104.00,NA,631,632,638.1428571,6.148944935,
39,132,Apsara Pencil Box,2024-07-23,NA,624,10 Pieces,50.00,104.00,NA,626,631,635.1428571,6.229729032,
40,132,Apsara Pencil Box,2024-07-23,NA,623,10 Pieces,50.00,104.00,NA,624,626,632.2857143,6.074928963,
41,132,Apsara Pencil Box,2024-07-23,NA,621,10 Pieces,50.00,104.00,NA,623,624,629.7142857,5.55920515,
42,132,Apsara Pencil Box,2024-07-23,NA,620,10 Pieces,50.00,104.00,NA,621,623,627.2857143,5.023753103,
43,132,Apsara Pencil Box,2024-07-23,NA,620,10 Pieces,50.00,104.00,NA,620,621,625.2857143,4.680252333,
44,132,Apsara Pencil Box,2024-07-23,NA,620,10 Pieces,50.00,104.00,NA,620,620,623.5714286,3.95209408,
45,132,Apsara Pencil Box,2024-07-23,NA,617,10 Pieces,50.00,104.00,NA,620,620,622,2.380476143,
46,132,Apsara Pencil Box,2024-07-23,NA,617,10 Pieces,50.00,104.00,NA,617,620,620.7142857,2.288688541,
47,132,Apsara Pencil Box,2024-07-23,NA,614,10 Pieces,50.00,104.00,NA,617,617,619.7142857,2.138089935,
48,132,Apsara Pencil Box,2024-07-23,NA,610,10 Pieces,50.00,104.00,NA,614,617,618.4285714,2.507132682,
49,132,Apsara Pencil Box,2024-07-23,NA,605,10 Pieces,50.00,104.00,NA,610,614,616.8571429,3.760699023,
50,132,Apsara Pencil Box,2024-07-23,NA,602,10 Pieces,50.00,104.00,NA,605,610,614.7142857,5.529143566,
51,132,Apsara Pencil Box,2024-07-23,NA,602,10 Pieces,50.00,104.00,NA,602,605,612.1428571,6.718843438,
52,132,Apsara Pencil Box,2024-07-23,NA,598,10 Pieces,50.00,104.00,NA,602,602,609.5714286,6.654751256,
53,132,Apsara Pencil Box,2024-07-23,NA,595,10 Pieces,50.00,104.00,NA,598,602,606.8571429,6.98638131,
54,132,Apsara Pencil Box,2024-07-23,NA,590,10 Pieces,50.00,104.00,NA,595,598,603.7142857,6.600865744,
55,132,Apsara Pencil Box,2024-07-23,NA,587,10 Pieces,50.00,104.00,NA,590,595,600.2857143,6.600865744,
56,132,Apsara Pencil Box,2024-07-23,NA,581,10 Pieces,50.00,104.00,NA,587,590,597,6.683312552,
57,132,Apsara Pencil Box,2024-07-23,NA,574,10 Pieces,50.00,104.00,NA,581,587,593.5714286,7.934253648,
58,132,Apsara Pencil Box,2024-07-23,NA,572,10 Pieces,50.00,104.00,NA,574,581,589.5714286,9.812528435,
59,132,Apsara Pencil Box,2024-07-23,NA,566,10 Pieces,50.00,104.00,NA,572,574,585.2857143,10.02853073,
60,132,Apsara Pencil Box,2024-07-23,NA,560,10 Pieces,50.00,104.00,NA,566,572,NA,NA,
1,133,Classmate Notebooks Set,2024-07-23,NA,450,4 Pieces,160.00,104.00,NA,NA,NA,NA,NA,
2,133,Classmate Notebooks Set,2024-07-23,NA,444,4 Pieces,160.00,104.00,NA,450,NA,NA,NA,
3,133,Classmate Notebooks Set,2024-07-23,NA,444,4 Pieces,160.00,104.00,NA,444,450,NA,NA,
4,133,Classmate Notebooks Set,2024-07-23,NA,441,4 Pieces,160.00,104.00,NA,444,444,NA,NA,
5,133,Classmate Notebooks Set,2024-07-23,NA,440,4 Pieces,160.00,104.00,NA,441,444,NA,NA,
6,133,Classmate Notebooks Set,2024-07-23,NA,440,4 Pieces,160.00,104.00,NA,440,441,NA,NA,
7,133,Classmate Notebooks Set,2024-07-23,NA,438,4 Pieces,160.00,104.00,NA,440,440,459.8571429,44.29608174,
8,133,Classmate Notebooks Set,2024-07-23,NA,438,4 Pieces,160.00,104.00,NA,438,440,442.4285714,3.994043184,
9,133,Classmate Notebooks Set,2024-07-23,NA,437,4 Pieces,160.00,104.00,NA,438,438,440.7142857,2.497617913,
10,133,Classmate Notebooks Set,2024-07-23,NA,436,4 Pieces,160.00,104.00,NA,437,438,439.7142857,2.360387377,
11,133,Classmate Notebooks Set,2024-07-23,NA,436,4 Pieces,160.00,104.00,NA,436,437,438.5714286,1.812653934,
12,133,Classmate Notebooks Set,2024-07-23,NA,432,4 Pieces,160.00,104.00,NA,436,436,437.8571429,1.67616342,
13,133,Classmate Notebooks Set,2024-07-23,NA,431,4 Pieces,160.00,104.00,NA,432,436,436.7142857,2.497617913,
14,133,Classmate Notebooks Set,2024-07-23,NA,430,4 Pieces,160.00,104.00,NA,431,432,435.4285714,2.819996623,
15,133,Classmate Notebooks Set,2024-07-23,NA,427,4 Pieces,160.00,104.00,NA,430,431,434.2857143,3.199702367,
16,133,Classmate Notebooks Set,2024-07-23,NA,426,4 Pieces,160.00,104.00,NA,427,430,432.7142857,3.728908943,
17,133,Classmate Notebooks Set,2024-07-23,NA,425,4 Pieces,160.00,104.00,NA,426,427,431.1428571,3.933978962,
18,133,Classmate Notebooks Set,2024-07-23,NA,425,4 Pieces,160.00,104.00,NA,425,426,429.5714286,3.866830867,
19,133,Classmate Notebooks Set,2024-07-23,NA,422,4 Pieces,160.00,104.00,NA,425,425,428,2.943920289,
20,133,Classmate Notebooks Set,2024-07-23,NA,421,4 Pieces,160.00,104.00,NA,422,425,426.5714286,3.10145895,
21,133,Classmate Notebooks Set,2024-07-23,NA,420,4 Pieces,160.00,104.00,NA,421,422,425.1428571,3.023715784,
22,133,Classmate Notebooks Set,2024-07-23,NA,420,4 Pieces,160.00,104.00,NA,420,421,423.7142857,2.690370837,
23,133,Classmate Notebooks Set,2024-07-23,NA,417,4 Pieces,160.00,104.00,NA,420,420,422.7142857,2.563479778,
24,133,Classmate Notebooks Set,2024-07-23,NA,416,4 Pieces,160.00,104.00,NA,417,420,421.4285714,2.878491669,
25,133,Classmate Notebooks Set,2024-07-23,NA,415,4 Pieces,160.00,104.00,NA,416,417,420.1428571,3.023715784,
26,133,Classmate Notebooks Set,2024-07-23,NA,414,4 Pieces,160.00,104.00,NA,415,416,418.7142857,2.690370837,
27,133,Classmate Notebooks Set,2024-07-23,NA,414,4 Pieces,160.00,104.00,NA,414,415,417.5714286,2.760262237,
28,133,Classmate Notebooks Set,2024-07-23,NA,412,4 Pieces,160.00,104.00,NA,414,414,416.5714286,2.572750983,
29,133,Classmate Notebooks Set,2024-07-23,NA,410,4 Pieces,160.00,104.00,NA,412,414,415.4285714,2.572750983,
30,133,Classmate Notebooks Set,2024-07-23,NA,408,4 Pieces,160.00,104.00,NA,410,412,414,2.380476143,
31,133,Classmate Notebooks Set,2024-07-23,NA,407,4 Pieces,160.00,104.00,NA,408,410,412.7142857,2.870208222,
32,133,Classmate Notebooks Set,2024-07-23,NA,405,4 Pieces,160.00,104.00,NA,407,408,411.4285714,3.154739443,
33,133,Classmate Notebooks Set,2024-07-23,NA,404,4 Pieces,160.00,104.00,NA,405,407,410,3.511884584,
34,133,Classmate Notebooks Set,2024-07-23,NA,403,4 Pieces,160.00,104.00,NA,404,405,408.5714286,3.644957378,
35,133,Classmate Notebooks Set,2024-07-23,NA,403,4 Pieces,160.00,104.00,NA,403,404,407,3.265986324,
36,133,Classmate Notebooks Set,2024-07-23,NA,400,4 Pieces,160.00,104.00,NA,403,403,405.7142857,2.690370837,
37,133,Classmate Notebooks Set,2024-07-23,NA,400,4 Pieces,160.00,104.00,NA,400,403,404.2857143,2.690370837,
38,133,Classmate Notebooks Set,2024-07-23,NA,399,4 Pieces,160.00,104.00,NA,400,400,403.1428571,2.544836041,
39,133,Classmate Notebooks Set,2024-07-23,NA,397,4 Pieces,160.00,104.00,NA,399,400,402,2.309401077,
40,133,Classmate Notebooks Set,2024-07-23,NA,396,4 Pieces,160.00,104.00,NA,397,399,400.8571429,2.544836041,
41,133,Classmate Notebooks Set,2024-07-23,NA,394,4 Pieces,160.00,104.00,NA,396,397,399.7142857,2.690370837,
42,133,Classmate Notebooks Set,2024-07-23,NA,393,4 Pieces,160.00,104.00,NA,394,396,398.4285714,2.992052966,
43,133,Classmate Notebooks Set,2024-07-23,NA,391,4 Pieces,160.00,104.00,NA,393,394,397,2.828427125,
44,133,Classmate Notebooks Set,2024-07-23,NA,390,4 Pieces,160.00,104.00,NA,391,393,395.7142857,3.251373336,
45,133,Classmate Notebooks Set,2024-07-23,NA,387,4 Pieces,160.00,104.00,NA,390,391,394.2857143,3.251373336,
46,133,Classmate Notebooks Set,2024-07-23,NA,385,4 Pieces,160.00,104.00,NA,387,390,392.5714286,3.505098328,
47,133,Classmate Notebooks Set,2024-07-23,NA,384,4 Pieces,160.00,104.00,NA,385,387,390.8571429,3.891382421,
48,133,Classmate Notebooks Set,2024-07-23,NA,381,4 Pieces,160.00,104.00,NA,384,385,389.1428571,3.891382421,
49,133,Classmate Notebooks Set,2024-07-23,NA,380,4 Pieces,160.00,104.00,NA,381,384,387.2857143,4.270608298,
50,133,Classmate Notebooks Set,2024-07-23,NA,375,4 Pieces,160.00,104.00,NA,380,381,385.4285714,4.197504928,
51,133,Classmate Notebooks Set,2024-07-23,NA,374,4 Pieces,160.00,104.00,NA,375,380,383.1428571,4.947341759,
52,133,Classmate Notebooks Set,2024-07-23,NA,372,4 Pieces,160.00,104.00,NA,374,375,380.8571429,4.947341759,
53,133,Classmate Notebooks Set,2024-07-23,NA,371,4 Pieces,160.00,104.00,NA,372,374,378.7142857,5.089672082,
54,133,Classmate Notebooks Set,2024-07-23,NA,370,4 Pieces,160.00,104.00,NA,371,372,376.7142857,4.956957592,
55,133,Classmate Notebooks Set,2024-07-23,NA,368,4 Pieces,160.00,104.00,NA,370,371,374.7142857,4.309458037,
56,133,Classmate Notebooks Set,2024-07-23,NA,365,4 Pieces,160.00,104.00,NA,368,370,372.8571429,3.933978962,
57,133,Classmate Notebooks Set,2024-07-23,NA,364,4 Pieces,160.00,104.00,NA,365,368,370.7142857,3.450327797,
58,133,Classmate Notebooks Set,2024-07-23,NA,364,4 Pieces,160.00,104.00,NA,364,365,369.1428571,3.670993119,
59,133,Classmate Notebooks Set,2024-07-23,NA,362,4 Pieces,160.00,104.00,NA,364,364,367.7142857,3.401680257,
60,133,Classmate Notebooks Set,2024-07-23,NA,360,4 Pieces,160.00,104.00,NA,362,364,NA,NA,
1,134,Toy Watches Set,2024-07-23,NA,350,5 Pieces,200.00,104.00,NA,NA,NA,NA,NA,
2,134,Toy Watches Set,2024-07-23,NA,350,5 Pieces,200.00,104.00,NA,350,NA,NA,NA,
3,134,Toy Watches Set,2024-07-23,NA,350,5 Pieces,200.00,104.00,NA,350,350,NA,NA,
4,134,Toy Watches Set,2024-07-23,NA,350,5 Pieces,200.00,104.00,NA,350,350,NA,NA,
5,134,Toy Watches Set,2024-07-23,NA,348,5 Pieces,200.00,104.00,NA,350,350,NA,NA,
6,134,Toy Watches Set,2024-07-23,NA,348,5 Pieces,200.00,104.00,NA,348,350,NA,NA,
7,134,Toy Watches Set,2024-07-23,NA,348,5 Pieces,200.00,104.00,NA,348,348,350.8571429,4.140393356,
8,134,Toy Watches Set,2024-07-23,NA,347,5 Pieces,200.00,104.00,NA,348,348,349.1428571,1.069044968,
9,134,Toy Watches Set,2024-07-23,NA,344,5 Pieces,200.00,104.00,NA,347,348,348.7142857,1.253566341,
10,134,Toy Watches Set,2024-07-23,NA,343,5 Pieces,200.00,104.00,NA,344,347,347.8571429,2.035400978,
11,134,Toy Watches Set,2024-07-23,NA,343,5 Pieces,200.00,104.00,NA,343,344,346.8571429,2.478478796,
12,134,Toy Watches Set,2024-07-23,NA,342,5 Pieces,200.00,104.00,NA,343,343,345.8571429,2.410295378,
13,134,Toy Watches Set,2024-07-23,NA,340,5 Pieces,200.00,104.00,NA,342,343,345,2.581988897,
