DAY,ITEM_ID,ITEM_NAME,SHIP_DATE,EXPIRY_DATE,QUANTITY,WEIGHT,PRICE,SHELL_LIFE,DAYS_TO_EXPIRY,LAG_1,LAG_2,ROLLING_MEAN,ROLLING_SD
40,133,Classmate Notebooks Set,2024/07/23,NA,396,4 Pieces,160.00,62.00,NA,397,399,400.857142857143,2.54483604112141
41,133,Classmate Notebooks Set,2024/07/23,NA,394,4 Pieces,160.00,62.00,NA,396,397,399.714285714286,2.6903708365382
42,133,Classmate Notebooks Set,2024/07/23,NA,393,4 Pieces,160.00,62.00,NA,394,396,398.428571428571,2.99205296617238
43,133,Classmate Notebooks Set,2024/07/23,NA,391,4 Pieces,160.00,62.00,NA,393,394,397,2.82842712474619
44,133,Classmate Notebooks Set,2024/07/23,NA,390,4 Pieces,160.00,62.00,NA,391,393,395.714285714286,3.25137333621173
45,133,Classmate Notebooks Set,2024/07/23,NA,387,4 Pieces,160.00,62.00,NA,390,391,394.285714285714,3.25137333621173
46,133,Classmate Notebooks Set,2024/07/23,NA,385,4 Pieces,160.00,62.00,NA,387,390,392.571428571429,3.50509832753866
47,133,Classmate Notebooks Set,2024/07/23,NA,384,4 Pieces,160.00,62.00,NA,385,387,390.857142857143,3.89138242053607
48,133,Classmate Notebooks Set,2024/07/23,NA,381,4 Pieces,160.00,62.00,NA,384,385,389.142857142857,3.89138242053607
49,133,Classmate Notebooks Set,2024/07/23,NA,380,4 Pieces,160.00,62.00,NA,381,384,387.285714285714,4.27060829836866
50,133,Classmate Notebooks Set,2024/07/23,NA,375,4 Pieces,160.00,62.00,NA,380,381,385.428571428571,4.19750492781696
51,133,Classmate Notebooks Set,2024/07/23,NA,374,4 Pieces,160.00,62.00,NA,375,380,383.142857142857,4.9473417585801
52,133,Classmate Notebooks Set,2024/07/23,NA,372,4 Pieces,160.00,62.00,NA,374,375,380.857142857143,4.9473417585801
53,133,Classmate Notebooks Set,2024/07/23,NA,371,4 Pieces,160.00,62.00,NA,372,374,378.714285714286,5.08967208224281
54,133,Classmate Notebooks Set,2024/07/23,NA,370,4 Pieces,160.00,62.00,NA,371,372,376.714285714286,4.95695759225642
55,133,Classmate Notebooks Set,2024/07/23,NA,368,4 Pieces,160.00,62.00,NA,370,371,374.714285714286,4.30945803685667
56,133,Classmate Notebooks Set,2024/07/23,NA,365,4 Pieces,160.00,62.00,NA,368,370,372.857142857143,3.93397896234722
57,133,Classmate Notebooks Set,2024/07/23,NA,364,4 Pieces,160.00,62.00,NA,365,368,370.714285714286,3.45032779671177
58,133,Classmate Notebooks Set,2024/07/23,NA,364,4 Pieces,160.00,62.00,NA,364,365,369.142857142857,3.67099311851582
59,133,Classmate Notebooks Set,2024/07/23,NA,362,4 Pieces,160.00,62.00,NA,364,364,367.714285714286,3.40168025708305
60,133,Classmate Notebooks Set,2024/07/23,NA,360,4 Pieces,160.00,62.00,NA,362,364,NA,NA
1,134,Toy Watches Set,2024/07/23,NA,350,5 Pieces,200.00,62.00,NA,NA,NA,NA,NA
2,134,Toy Watches Set,2024/07/23,NA,350,5 Pieces,200.00,62.00,NA,350,NA,NA,NA
3,134,Toy Watches Set,2024/07/23,NA,350,5 Pieces,200.00,62.00,NA,350,350,NA,NA
4,134,Toy Watches Set,2024/07/23,NA,350,5 Pieces,200.00,62.00,NA,350,350,NA,NA
5,134,Toy Watches Set,2024/07/23,NA,348,5 Pieces,200.00,62.00,NA,350,350,NA,NA
6,134,Toy Watches Set,2024/07/23,NA,348,5 Pieces,200.00,62.00,NA,348,350,NA,NA
7,134,Toy Watches Set,2024/07/23,NA,348,5 Pieces,200.00,62.00,NA,348,348,350.857142857143,4.14039335605413
8,134,Toy Watches Set,2024/07/23,NA,347,5 Pieces,200.00,62.00,NA,348,348,349.142857142857,1.0690449676497
9,134,Toy Watches Set,2024/07/23,NA,344,5 Pieces,200.00,62.00,NA,347,348,348.714285714286,1.25356634105602
10,134,Toy Watches Set,2024/07/23,NA,343,5 Pieces,200.00,62.00,NA,344,347,347.857142857143,2.03540097839643
11,134,Toy Watches Set,2024/07/23,NA,343,5 Pieces,200.00,62.00,NA,343,344,346.857142857143,2.47847879612821
12,134,Toy Watches Set,2024/07/23,NA,342,5 Pieces,200.00,62.00,NA,343,343,345.857142857143,2.41029537806548
13,134,Toy Watches Set,2024/07/23,NA,340,5 Pieces,200.00,62.00,NA,342,343,345,2.58198889747161
14,134,Toy Watches Set,2024/07/23,NA,340,5 Pieces,200.00,62.00,NA,340,342,343.857142857143,2.79455252402309
15,134,Toy Watches Set,2024/07/23,NA,340,5 Pieces,200.00,62.00,NA,340,340,342.714285714286,2.42997158517582
16,134,Toy Watches Set,2024/07/23,NA,340,5 Pieces,200.00,62.00,NA,340,340,341.714285714286,1.70433620649269
17,134,Toy Watches Set,2024/07/23,NA,339,5 Pieces,200.00,62.00,NA,340,340,341.142857142857,1.4638501094228
18,134,Toy Watches Set,2024/07/23,NA,339,5 Pieces,200.00,62.00,NA,339,340,340.571428571429,1.39727626201154
19,134,Toy Watches Set,2024/07/23,NA,337,5 Pieces,200.00,62.00,NA,339,339,340,1
20,134,Toy Watches Set,2024/07/23,NA,336,5 Pieces,200.00,62.00,NA,337,339,339.285714285714,1.11269728052837
21,134,Toy Watches Set,2024/07/23,NA,336,5 Pieces,200.00,62.00,NA,336,337,338.714285714286,1.60356745147455
22,134,Toy Watches Set,2024/07/23,NA,334,5 Pieces,200.00,62.00,NA,336,336,338.142857142857,1.77281052085584
23,134,Toy Watches Set,2024/07/23,NA,333,5 Pieces,200.00,62.00,NA,334,336,337.285714285714,2.1380899352994
24,134,Toy Watches Set,2024/07/23,NA,333,5 Pieces,200.00,62.00,NA,333,334,336.285714285714,2.28868854108532
25,134,Toy Watches Set,2024/07/23,NA,333,5 Pieces,200.00,62.00,NA,333,333,335.428571428571,2.22539456105675
26,134,Toy Watches Set,2024/07/23,NA,332,5 Pieces,200.00,62.00,NA,333,333,334.571428571429,1.71824938596845
27,134,Toy Watches Set,2024/07/23,NA,331,5 Pieces,200.00,62.00,NA,332,333,333.857142857143,1.57359158493889
28,134,Toy Watches Set,2024/07/23,NA,330,5 Pieces,200.00,62.00,NA,331,332,333.142857142857,1.57359158493889
29,134,Toy Watches Set,2024/07/23,NA,330,5 Pieces,200.00,62.00,NA,330,331,332.285714285714,1.38013111868471
30,134,Toy Watches Set,2024/07/23,NA,300,5 Pieces,200.00,62.00,NA,330,330,331.714285714286,1.38013111868471
31,134,Toy Watches Set,2024/07/23,NA,299,5 Pieces,200.00,62.00,NA,300,330,327,11.9721899973786
32,134,Toy Watches Set,2024/07/23,NA,298,5 Pieces,200.00,62.00,NA,299,300,322.142857142857,15.5072947504131
33,134,Toy Watches Set,2024/07/23,NA,297,5 Pieces,200.00,62.00,NA,298,299,317.142857142857,16.9943968357081
34,134,Toy Watches Set,2024/07/23,NA,297,5 Pieces,200.00,62.00,NA,297,298,312.142857142857,17.0433620649269
35,134,Toy Watches Set,2024/07/23,NA,296,5 Pieces,200.00,62.00,NA,297,297,307.285714285714,15.5532878165603
36,134,Toy Watches Set,2024/07/23,NA,296,5 Pieces,200.00,62.00,NA,296,297,302.428571428571,12.2318865110435
37,134,Toy Watches Set,2024/07/23,NA,295,5 Pieces,200.00,62.00,NA,296,296,297.571428571429,1.51185789203691
38,134,Toy Watches Set,2024/07/23,NA,292,5 Pieces,200.00,62.00,NA,295,296,296.857142857143,1.3451854182691
39,134,Toy Watches Set,2024/07/23,NA,292,5 Pieces,200.00,62.00,NA,292,295,295.857142857143,1.95180014589707
40,134,Toy Watches Set,2024/07/23,NA,292,5 Pieces,200.00,62.00,NA,292,292,295,2.16024689946929
41,134,Toy Watches Set,2024/07/23,NA,291,5 Pieces,200.00,62.00,NA,292,292,294.285714285714,2.21466970556828
42,134,Toy Watches Set,2024/07/23,NA,291,5 Pieces,200.00,62.00,NA,291,292,293.428571428571,2.14919697074224
43,134,Toy Watches Set,2024/07/23,NA,290,5 Pieces,200.00,62.00,NA,291,291,292.714285714286,1.97604704011871
44,134,Toy Watches Set,2024/07/23,NA,288,5 Pieces,200.00,62.00,NA,290,291,291.857142857143,1.57359158493889
45,134,Toy Watches Set,2024/07/23,NA,288,5 Pieces,200.00,62.00,NA,288,290,290.857142857143,1.4638501094228
46,134,Toy Watches Set,2024/07/23,NA,288,5 Pieces,200.00,62.00,NA,288,288,290.285714285714,1.70433620649269
47,134,Toy Watches Set,2024/07/23,NA,288,5 Pieces,200.00,62.00,NA,288,288,289.714285714286,1.70433620649269
48,134,Toy Watches Set,2024/07/23,NA,287,5 Pieces,200.00,62.00,NA,288,288,289.142857142857,1.4638501094228
49,134,Toy Watches Set,2024/07/23,NA,285,5 Pieces,200.00,62.00,NA,287,288,288.571428571429,1.39727626201154
50,134,Toy Watches Set,2024/07/23,NA,285,5 Pieces,200.00,62.00,NA,285,287,287.714285714286,1.49602648308619
51,134,Toy Watches Set,2024/07/23,NA,285,5 Pieces,200.00,62.00,NA,285,285,287,1.4142135623731
52,134,Toy Watches Set,2024/07/23,NA,284,5 Pieces,200.00,62.00,NA,285,285,286.571428571429,1.51185789203691
53,134,Toy Watches Set,2024/07/23,NA,284,5 Pieces,200.00,62.00,NA,284,285,286,1.63299316185545
54,134,Toy Watches Set,2024/07/23,NA,283,5 Pieces,200.00,62.00,NA,284,284,285.428571428571,1.51185789203691
55,134,Toy Watches Set,2024/07/23,NA,283,5 Pieces,200.00,62.00,NA,283,284,284.714285714286,1.25356634105602
56,134,Toy Watches Set,2024/07/23,NA,282,5 Pieces,200.00,62.00,NA,283,283,284.142857142857,0.899735410842437
57,134,Toy Watches Set,2024/07/23,NA,282,5 Pieces,200.00,62.00,NA,282,283,283.714285714286,1.11269728052837
58,134,Toy Watches Set,2024/07/23,NA,281,5 Pieces,200.00,62.00,NA,282,282,283.285714285714,1.11269728052837
59,134,Toy Watches Set,2024/07/23,NA,280,5 Pieces,200.00,62.00,NA,281,282,282.714285714286,1.11269728052837
60,134,Toy Watches Set,2024/07/23,NA,280,5 Pieces,200.00,62.00,NA,280,281,NA,NA
1,135,Cooking Pan,2024/07/23,NA,350,1500 gms,714.00,62.00,NA,NA,NA,NA,NA
2,135,Cooking Pan,2024/07/23,NA,350,1500 gms,714.00,62.00,NA,350,NA,NA,NA
3,135,Cooking Pan,2024/07/23,NA,350,1500 gms,714.00,62.00,NA,350,350,NA,NA
4,135,Cooking Pan,2024/07/23,NA,350,1500 gms,714.00,62.00,NA,350,350,NA,NA
5,135,Cooking Pan,2024/07/23,NA,350,1500 gms,714.00,62.00,NA,350,350,NA,NA
6,135,Cooking Pan,2024/07/23,NA,350,1500 gms,714.00,62.00,NA,350,350,NA,NA
7,135,Cooking Pan,2024/07/23,NA,349,1500 gms,714.00,62.00,NA,350,350,340,26.4575131106459
8,135,Cooking Pan,2024/07/23,NA,349,1500 gms,714.00,62.00,NA,349,350,349.857142857143,0.377964473009227
9,135,Cooking Pan,2024/07/23,NA,349,1500 gms,714.00,62.00,NA,349,349,349.714285714286,0.487950036474267
10,135,Cooking Pan,2024/07/23,NA,345,1500 gms,714.00,62.00,NA,349,349,349.571428571429,0.534522483824849
11,135,Cooking Pan,2024/07/23,NA,345,1500 gms,714.00,62.00,NA,345,349,348.857142857143,1.77281052085584
12,135,Cooking Pan,2024/07/23,NA,344,1500 gms,714.00,62.00,NA,345,345,348.142857142857,2.19306265517513
13,135,Cooking Pan,2024/07/23,NA,344,1500 gms,714.00,62.00,NA,344,345,347.285714285714,2.49761791275112
14,135,Cooking Pan,2024/07/23,NA,344,1500 gms,714.00,62.00,NA,344,344,346.428571428571,2.43975018237133
15,135,Cooking Pan,2024/07/23,NA,344,1500 gms,714.00,62.00,NA,344,344,345.714285714286,2.28868854108532
16,135,Cooking Pan,2024/07/23,NA,342,1500 gms,714.00,62.00,NA,344,344,345,1.82574185835055
17,135,Cooking Pan,2024/07/23,NA,341,1500 gms,714.00,62.00,NA,342,344,344,1
18,135,Cooking Pan,2024/07/23,NA,340,1500 gms,714.00,62.00,NA,341,342,343.428571428571,1.39727626201154
19,135,Cooking Pan,2024/07/23,NA,340,1500 gms,714.00,62.00,NA,340,341,342.714285714286,1.70433620649269
20,135,Cooking Pan,2024/07/23,NA,340,1500 gms,714.00,62.00,NA,340,340,342.142857142857,1.86445447147161
21,135,Cooking Pan,2024/07/23,NA,340,1500 gms,714.00,62.00,NA,340,340,341.571428571429,1.81265393434993
22,135,Cooking Pan,2024/07/23,NA,339,1500 gms,714.00,62.00,NA,340,340,341,1.52752523165195
23,135,Cooking Pan,2024/07/23,NA,339,1500 gms,714.00,62.00,NA,339,340,340.285714285714,0.951189731211342
24,135,Cooking Pan,2024/07/23,NA,338,1500 gms,714.00,62.00,NA,339,339,339.857142857143,0.690065559342354
25,135,Cooking Pan,2024/07/23,NA,338,1500 gms,714.00,62.00,NA,338,339,339.428571428571,0.786795792469443
26,135,Cooking Pan,2024/07/23,NA,335,1500 gms,714.00,62.00,NA,338,338,339.142857142857,0.899735410842437
27,135,Cooking Pan,2024/07/23,NA,335,1500 gms,714.00,62.00,NA,335,338,338.428571428571,1.71824938596845
28,135,Cooking Pan,2024/07/23,NA,332,1500 gms,714.00,62.00,NA,335,335,337.714285714286,1.97604704011871
29,135,Cooking Pan,2024/07/23,NA,331,1500 gms,714.00,62.00,NA,332,335,336.571428571429,2.63673679998231
30,135,Cooking Pan,2024/07/23,NA,331,1500 gms,714.00,62.00,NA,331,332,335.428571428571,3.10145895008263
31,135,Cooking Pan,2024/07/23,NA,331,1500 gms,714.00,62.00,NA,331,331,334.285714285714,3.03942350423485
32,135,Cooking Pan,2024/07/23,NA,330,1500 gms,714.00,62.00,NA,331,331,333.285714285714,2.75162289775118
33,135,Cooking Pan,2024/07/23,NA,330,1500 gms,714.00,62.00,NA,330,331,332.142857142857,2.03540097839643
34,135,Cooking Pan,2024/07/23,NA,329,1500 gms,714.00,62.00,NA,330,330,331.428571428571,1.71824938596845
35,135,Cooking Pan,2024/07/23,NA,329,1500 gms,714.00,62.00,NA,329,330,330.571428571429,0.975900072948533
36,135,Cooking Pan,2024/07/23,NA,329,1500 gms,714.00,62.00,NA,329,329,330.142857142857,0.899735410842437
37,135,Cooking Pan,2024/07/23,NA,328,1500 gms,714.00,62.00,NA,329,329,329.857142857143,0.899735410842437
38,135,Cooking Pan,2024/07/23,NA,327,1500 gms,714.00,62.00,NA,328,329,329.428571428571,0.975900072948533
39,135,Cooking Pan,2024/07/23,NA,326,1500 gms,714.00,62.00,NA,327,328,328.857142857143,1.0690449676497
40,135,Cooking Pan,2024/07/23,NA,326,1500 gms,714.00,62.00,NA,326,327,328.285714285714,1.38013111868471
41,135,Cooking Pan,2024/07/23,NA,326,1500 gms,714.00,62.00,NA,326,326,327.714285714286,1.38013111868471
42,135,Cooking Pan,2024/07/23,NA,325,1500 gms,714.00,62.00,NA,326,326,327.285714285714,1.38013111868471
43,135,Cooking Pan,2024/07/23,NA,322,1500 gms,714.00,62.00,NA,325,326,326.714285714286,1.38013111868471
44,135,Cooking Pan,2024/07/23,NA,322,1500 gms,714.00,62.00,NA,322,325,325.714285714286,1.88982236504614
45,135,Cooking Pan,2024/07/23,NA,321,1500 gms,714.00,62.00,NA,322,322,324.857142857143,2.03540097839643
46,135,Cooking Pan,2024/07/23,NA,321,1500 gms,714.00,62.00,NA,321,322,324,2.23606797749979
47,135,Cooking Pan,2024/07/23,NA,321,1500 gms,714.00,62.00,NA,321,321,323.285714285714,2.28868854108532
48,135,Cooking Pan,2024/07/23,NA,320,1500 gms,714.00,62.00,NA,321,321,322.571428571429,2.07019667802706
49,135,Cooking Pan,2024/07/23,NA,320,1500 gms,714.00,62.00,NA,320,321,321.714285714286,1.60356745147455
50,135,Cooking Pan,2024/07/23,NA,320,1500 gms,714.00,62.00,NA,320,320,321,0.816496580927726
51,135,Cooking Pan,2024/07/23,NA,319,1500 gms,714.00,62.00,NA,320,320,320.714285714286,0.755928946018454
52,135,Cooking Pan,2024/07/23,NA,319,1500 gms,714.00,62.00,NA,319,320,320.285714285714,0.755928946018455
53,135,Cooking Pan,2024/07/23,NA,319,1500 gms,714.00,62.00,NA,319,319,320,0.816496580927726
54,135,Cooking Pan,2024/07/23,NA,319,1500 gms,714.00,62.00,NA,319,319,319.714285714286,0.755928946018454
55,135,Cooking Pan,2024/07/23,NA,315,1500 gms,714.00,62.00,NA,319,319,319.428571428571,0.534522483824849
56,135,Cooking Pan,2024/07/23,NA,315,1500 gms,714.00,62.00,NA,315,319,318.714285714286,1.70433620649269
57,135,Cooking Pan,2024/07/23,NA,314,1500 gms,714.00,62.00,NA,315,315,318,2.08166599946613
58,135,Cooking Pan,2024/07/23,NA,314,1500 gms,714.00,62.00,NA,314,315,317.142857142857,2.34012616672488
59,135,Cooking Pan,2024/07/23,NA,313,1500 gms,714.00,62.00,NA,314,314,316.428571428571,2.43975018237133
60,135,Cooking Pan,2024/07/23,NA,312,1500 gms,714.00,62.00,NA,313,314,NA,NA
1,136,Set of Rexona Soaps,2024/07/23,NA,750,3 Pieces,96.00,62.00,NA,NA,NA,NA,NA
2,136,Set of Rexona Soaps,2024/07/23,NA,744,3 Pieces,96.00,62.00,NA,750,NA,NA,NA
3,136,Set of Rexona Soaps,2024/07/23,NA,741,3 Pieces,96.00,62.00,NA,744,750,NA,NA
4,136,Set of Rexona Soaps,2024/07/23,NA,738,3 Pieces,96.00,62.00,NA,741,744,NA,NA
5,136,Set of Rexona Soaps,2024/07/23,NA,734,3 Pieces,96.00,62.00,NA,738,741,NA,NA
6,136,Set of Rexona Soaps,2024/07/23,NA,732,3 Pieces,96.00,62.00,NA,734,738,NA,NA
7,136,Set of Rexona Soaps,2024/07/23,NA,731,3 Pieces,96.00,62.00,NA,732,734,678.714285714286,161.819564418433
8,136,Set of Rexona Soaps,2024/07/23,NA,730,3 Pieces,96.00,62.00,NA,731,732,738.571428571429,6.92476576877377
9,136,Set of Rexona Soaps,2024/07/23,NA,724,3 Pieces,96.00,62.00,NA,730,731,735.714285714286,5.37631490007439
10,136,Set of Rexona Soaps,2024/07/23,NA,720,3 Pieces,96.00,62.00,NA,724,730,732.857142857143,5.55063273956437
11,136,Set of Rexona Soaps,2024/07/23,NA,711,3 Pieces,96.00,62.00,NA,720,724,729.857142857143,6.06708528121402
12,136,Set of Rexona Soaps,2024/07/23,NA,704,3 Pieces,96.00,62.00,NA,711,720,726,8.22597511950204
13,136,Set of Rexona Soaps,2024/07/23,NA,697,3 Pieces,96.00,62.00,NA,704,711,721.714285714286,10.7813772421753
14,136,Set of Rexona Soaps,2024/07/23,NA,692,3 Pieces,96.00,62.00,NA,697,704,716.714285714286,13.0857974628257
15,136,Set of Rexona Soaps,2024/07/23,NA,690,3 Pieces,96.00,62.00,NA,692,697,711.142857142857,14.2411208761643
16,136,Set of Rexona Soaps,2024/07/23,NA,681,3 Pieces,96.00,62.00,NA,690,692,705.428571428571,13.4146330904867
17,136,Set of Rexona Soaps,2024/07/23,NA,675,3 Pieces,96.00,62.00,NA,681,690,699.285714285714,13.3380943880587
18,136,Set of Rexona Soaps,2024/07/23,NA,672,3 Pieces,96.00,62.00,NA,675,681,692.857142857143,12.5090443470391
19,136,Set of Rexona Soaps,2024/07/23,NA,666,3 Pieces,96.00,62.00,NA,672,675,687.285714285714,11.7432858223226
20,136,Set of Rexona Soaps,2024/07/23,NA,658,3 Pieces,96.00,62.00,NA,666,672,681.857142857143,11.5098301671306
21,136,Set of Rexona Soaps,2024/07/23,NA,651,3 Pieces,96.00,62.00,NA,658,666,676.285714285714,12.3654665057474
22,136,Set of Rexona Soaps,2024/07/23,NA,650,3 Pieces,96.00,62.00,NA,651,658,670.428571428571,13.3523673663405
23,136,Set of Rexona Soaps,2024/07/23,NA,641,3 Pieces,96.00,62.00,NA,650,651,664.714285714286,12.0791043502721
24,136,Set of Rexona Soaps,2024/07/23,NA,640,3 Pieces,96.00,62.00,NA,641,650,659,12.5432584814845
25,136,Set of Rexona Soaps,2024/07/23,NA,635,3 Pieces,96.00,62.00,NA,640,641,654,12.0692446601544
26,136,Set of Rexona Soaps,2024/07/23,NA,631,3 Pieces,96.00,62.00,NA,635,640,648.714285714286,10.9196197387132
27,136,Set of Rexona Soaps,2024/07/23,NA,622,3 Pieces,96.00,62.00,NA,631,635,643.714285714286,9.62140470884728
28,136,Set of Rexona Soaps,2024/07/23,NA,614,3 Pieces,96.00,62.00,NA,622,631,638.571428571429,10.3094963158107
29,136,Set of Rexona Soaps,2024/07/23,NA,610,3 Pieces,96.00,62.00,NA,614,622,633.285714285714,12.1889880044009
30,136,Set of Rexona Soaps,2024/07/23,NA,604,3 Pieces,96.00,62.00,NA,610,614,627.571428571429,12.4211800681624
31,136,Set of Rexona Soaps,2024/07/23,NA,595,3 Pieces,96.00,62.00,NA,604,610,622.285714285714,13.5734334358737
32,136,Set of Rexona Soaps,2024/07/23,NA,590,3 Pieces,96.00,62.00,NA,595,604,615.857142857143,14.4156000155916
33,136,Set of Rexona Soaps,2024/07/23,NA,585,3 Pieces,96.00,62.00,NA,590,595,609.428571428571,14.489733639801
34,136,Set of Rexona Soaps,2024/07/23,NA,581,3 Pieces,96.00,62.00,NA,585,590,602.857142857143,13.4713099020173
35,136,Set of Rexona Soaps,2024/07/23,NA,574,3 Pieces,96.00,62.00,NA,581,585,597,12.6491106406735
36,136,Set of Rexona Soaps,2024/07/23,NA,569,3 Pieces,96.00,62.00,NA,574,581,591.285714285714,12.724180205607
37,136,Set of Rexona Soaps,2024/07/23,NA,561,3 Pieces,96.00,62.00,NA,569,574,585.428571428571,12.0948631362953
38,136,Set of Rexona Soaps,2024/07/23,NA,555,3 Pieces,96.00,62.00,NA,561,569,579.285714285714,12.0099165375158
39,136,Set of Rexona Soaps,2024/07/23,NA,551,3 Pieces,96.00,62.00,NA,555,561,573.571428571429,12.7783298707505
40,136,Set of Rexona Soaps,2024/07/23,NA,544,3 Pieces,96.00,62.00,NA,551,555,568,12.9228479833201
41,136,Set of Rexona Soaps,2024/07/23,NA,538,3 Pieces,96.00,62.00,NA,544,551,562.142857142857,13.2215552719612
42,136,Set of Rexona Soaps,2024/07/23,NA,533,3 Pieces,96.00,62.00,NA,538,544,556,12.9871731591854
43,136,Set of Rexona Soaps,2024/07/23,NA,530,3 Pieces,96.00,62.00,NA,533,538,550.142857142857,12.7596835309315
44,136,Set of Rexona Soaps,2024/07/23,NA,523,3 Pieces,96.00,62.00,NA,530,533,544.571428571429,11.6169006603474
45,136,Set of Rexona Soaps,2024/07/23,NA,517,3 Pieces,96.00,62.00,NA,523,530,539.142857142857,11.5387545750335
46,136,Set of Rexona Soaps,2024/07/23,NA,511,3 Pieces,96.00,62.00,NA,517,523,533.714285714286,11.771636613973
47,136,Set of Rexona Soaps,2024/07/23,NA,507,3 Pieces,96.00,62.00,NA,511,517,528,11.6904519445001
48,136,Set of Rexona Soaps,2024/07/23,NA,501,3 Pieces,96.00,62.00,NA,507,511,522.714285714286,11.6148509204708
49,136,Set of Rexona Soaps,2024/07/23,NA,495,3 Pieces,96.00,62.00,NA,501,507,517.428571428571,11.9143770694225
50,136,Set of Rexona Soaps,2024/07/23,NA,490,3 Pieces,96.00,62.00,NA,495,501,512,12.2882057274445
51,136,Set of Rexona Soaps,2024/07/23,NA,484,3 Pieces,96.00,62.00,NA,490,495,506.285714285714,11.8140352365916
52,136,Set of Rexona Soaps,2024/07/23,NA,477,3 Pieces,96.00,62.00,NA,484,490,500.714285714286,11.8140352365916
53,136,Set of Rexona Soaps,2024/07/23,NA,471,3 Pieces,96.00,62.00,NA,477,484,495,12.2882057274445
54,136,Set of Rexona Soaps,2024/07/23,NA,462,3 Pieces,96.00,62.00,NA,471,477,489.285714285714,12.8933353030973
55,136,Set of Rexona Soaps,2024/07/23,NA,457,3 Pieces,96.00,62.00,NA,462,471,482.857142857143,13.777137721948
56,136,Set of Rexona Soaps,2024/07/23,NA,453,3 Pieces,96.00,62.00,NA,457,462,476.571428571429,14.1522335440634
57,136,Set of Rexona Soaps,2024/07/23,NA,444,3 Pieces,96.00,62.00,NA,453,457,470.571428571429,13.9386410487434
58,136,Set of Rexona Soaps,2024/07/23,NA,437,3 Pieces,96.00,62.00,NA,444,453,464,14.094916341244
59,136,Set of Rexona Soaps,2024/07/23,NA,433,3 Pieces,96.00,62.00,NA,437,444,457.285714285714,14.1740876921501
60,136,Set of Rexona Soaps,2024/07/23,NA,430,3 Pieces,96.00,62.00,NA,433,437,NA,NA
1,137,ThumsUp Bottle,2024/07/23,2025/10/25,1700,250 ml,20.00,62.00,397,NA,NA,NA,NA
2,137,ThumsUp Bottle,2024/07/23,2025/10/25,1652,250 ml,20.00,62.00,397,1700,NA,NA,NA
3,137,ThumsUp Bottle,2024/07/23,2025/10/25,1620,250 ml,20.00,62.00,397,1652,1700,NA,NA
4,137,ThumsUp Bottle,2024/07/23,2025/10/25,1575,250 ml,20.00,62.00,397,1620,1652,NA,NA
5,137,ThumsUp Bottle,2024/07/23,2025/10/25,1541,250 ml,20.00,62.00,397,1575,1620,NA,NA
6,137,ThumsUp Bottle,2024/07/23,2025/10/25,1503,250 ml,20.00,62.00,397,1541,1575,NA,NA
7,137,ThumsUp Bottle,2024/07/23,2025/10/25,1475,250 ml,20.00,62.00,397,1503,1541,1431.57142857143,446.643354046924
8,137,ThumsUp Bottle,2024/07/23,2025/10/25,1435,250 ml,20.00,62.00,397,1475,1503,1580.85714285714,81.3212325112136
9,137,ThumsUp Bottle,2024/07/23,2025/10/25,1401,250 ml,20.00,62.00,397,1435,1475,1543,78.2368199762746
10,137,ThumsUp Bottle,2024/07/23,2025/10/25,1369,250 ml,20.00,62.00,397,1401,1435,1507.14285714286,77.4691951066757
11,137,ThumsUp Bottle,2024/07/23,2025/10/25,1334,250 ml,20.00,62.00,397,1369,1401,1471.28571428571,74.5602983848515
12,137,ThumsUp Bottle,2024/07/23,2025/10/25,1300,250 ml,20.00,62.00,397,1334,1369,1436.85714285714,74.3290624440368
13,137,ThumsUp Bottle,2024/07/23,2025/10/25,1272,250 ml,20.00,62.00,397,1300,1334,1402.42857142857,73.8644189102736
14,137,ThumsUp Bottle,2024/07/23,2025/10/25,1248,250 ml,20.00,62.00,397,1272,1300,1369.42857142857,73.0407583541709
15,137,ThumsUp Bottle,2024/07/23,2025/10/25,1221,250 ml,20.00,62.00,397,1248,1272,1337,68.6148671936338
16,137,ThumsUp Bottle,2024/07/23,2025/10/25,1194,250 ml,20.00,62.00,397,1221,1248,1306.42857142857,65.2657570830144
17,137,ThumsUp Bottle,2024/07/23,2025/10/25,1170,250 ml,20.00,62.00,397,1194,1221,1276.85714285714,62.092480949598
18,137,ThumsUp Bottle,2024/07/23,2025/10/25,1142,250 ml,20.00,62.00,397,1170,1194,1248.42857142857,58.3148269963913
19,137,ThumsUp Bottle,2024/07/23,2025/10/25,1115,250 ml,20.00,62.00,397,1142,1170,1221,56.4830358013212
20,137,ThumsUp Bottle,2024/07/23,2025/10/25,1089,250 ml,20.00,62.00,397,1115,1142,1194.57142857143,56.6387886607083
21,137,ThumsUp Bottle,2024/07/23,2025/10/25,1055,250 ml,20.00,62.00,397,1089,1115,1168.42857142857,57.1747530029853
22,137,ThumsUp Bottle,2024/07/23,2025/10/25,1013,250 ml,20.00,62.00,397,1055,1089,1140.85714285714,58.9164056706013
23,137,ThumsUp Bottle,2024/07/23,2025/10/25,985,250 ml,20.00,62.00,397,1013,1055,1111.14285714286,63.9933032210626
24,137,ThumsUp Bottle,2024/07/23,2025/10/25,958,250 ml,20.00,62.00,397,985,1013,1081.28571428571,67.5492765461242
